text,label
"koperasi merah putih sudah resmi melayani pinjaman seluruh wilayah indonesia menkeu purbaya yudhi sadewa membuat gebrakan ekonomi melayani pinjaman online tanpa biaya, tanpa bunga 0 maupun bi checking bcalist proses cepat 10 30 menit saja ajukan sekarang",hoax
"mbg akan segera tamat, purbaya tarik 71 t anggaran mbg untuk beras menrti keuangan purbaya alihkan dana 71 t anggaran mbg ke bantuan beras, istana minta maaf banyak siswa keracunan. kepala badan gizi nasional dadan hindayana merespon soal pernyataan purbaya menkeu yang menyatakan jika anggaran mbg 2025 tidak terserap semua akan diambil dan dialihkan pada bantuan beras gratis. hal ini muncul karena akhir2 ini banyak anak korban keracunan mbg, purbaya akan bertindak tegas terkait hal ini, jika kejadian berulang maka mbg terancam akan berhenti. menrti keuangan akan rubah program mbg mbg badangizinasional menlu dpr mentri purbaya",hoax
"kemenkes dukung program kondom gratis untuk mahasiswa i semester 4 ke atas alih alih dukung program kesehatan gratis untuk masyarakat, ini dukung kondom gratis untuk mahasiswa dan mahasiswi...",hoax
sebuah akun tiktok arsip pada 7 oktober 2025 mengunggah video dengan klaim bahwa kawasan raja ampat berwarna merah sebagai dampak pertambangan. video itu menampilkan air dan tanah yang berada di sebuah tebing di pinggir pantai berwarna merah. air merah tersebut mengalir ke laut hingga laut pun ikut tercemar dengan warna merahnya.,hoax
"aturan sudah mulai diberlakukan, penunggak pajak kendaraan akan dikejar petugas samsat sampai ke rumah,",hoax
saudara saudara sekalian dengan ini saya menegaskan bahwa program promo motor murah seharga 600 ribu di dealer rans ini resmi dari bapak haji raffi ahmad program ini hadir sebagai bentuk kepedulian agar masyarakat dapat memiliki kendaraan dengan cara yang mudah cepat dan terjangkau saya pastikan bahwa akun ini bukan penipuan ya melainkan program nyata yang bisa dibuktikan bersama manfaatkan kesempatan ini sebaik baiknya dan bagi yang berminat bisa hubungi nomor di bio profil dealer rans,hoax
"purbaya s3rang luhut, dimana ada k rupsi disitu ada luhut luhut t3rbukti pencuc1an u4ng laptop 99 triliyun luhut t3rbukti ambil sumberdaya alam indonesia hingga indonesia rugi triliun4n",hoax
ada yng panas dingin.. heboh.. dpr ri larang purbaya ikut campur masalah bumn seperti nya lembaga2 kotor mulai kelabakan sejak purbaya datang seperti bumn yng selama ini di sembunyikan purbaya mau meng audit semua pegawai bumn satu persatu biar semuanya jelas dimana bobrok nya,hoax
"american people demonstrate at home donald trump inspired by nepal hari ini rakyat amerika serang rumah donald trump, terinspirasi negara nepal di indonesia aja ngak berani seruduk rumah mak banteng dan ketua dpr sementara negera lain rumah koruptor diutamakan dulu supaya jatuh mental dan dibuat miskin",hoax
"dua konten yang diklaim merekam peristiwa meteor jatuh di cirebon, jawa barat, beredar di facebook arsip dan x arsip pada 6 dan 10 oktober 2025. konten pertama memperlihatkan sebongkah batu berukuran besar jatuh menimpa rumah warga di sebuah perkampungan. konten kedua menampilkan batu yang mengeluarkan asap jatuh di lahan persawahan. namun, benarkah kedua konten itu asli",hoax
"sebuah video beredar di instagram arsip dengan klaim bahwa tni menembak warga asmat, papua, hingga tewas. video itu memperlihatkan sejumlah warga meratapi sosok seorang pemuda asmat yang terbaring di atas lantai. informasi dalam video itu menyebut pemuda asmat yang ditembak tni itu bernama irenius baotaipota, 21 tahun, dari distrik safan, kampung simsagar. ia tewas ditembak anggota tni dari satuan tugas satgas yonif 123 rajawali yang bertugas di asmat. peristiwa ini terjadi pada sabtu, 27 september 2025. benarkah video yang beredar itu adalah pemuda suku asmat bernama irenius baotaipota, yang ditembak tni",hoax
"puan maharani ketua dpr ri tidak suka indonesia disebut dengan julukan negara konoha, puan punya rakyat mulutnya tidak bisa dijaga, ngomong asal bunyi, tidak menghargai kakek saya yang memerdekakan",hoax
"seorang petani aren di sukabumi selatan, jawa barat, nyaris diterkam harimau saat berada di kebunnya. video kejadian tersebut menjadi viral di media sosial, dan banyak orang menduga harimau itu adalah harimau jawa yang dianggap telah punah sejak tahun 1970 an. petani tersebut dilaporkan berhasil menyelamatkan diri dengan memanjat pohon aren. fyp fypage viral sukabumi macan sunda",hoax
yang sedang viral makanya jangan tergiur mahar 3 miliar belum tentu uang ada dan belum tentu mobilnya sendiri. karena sekarang banyak mobil sewa jagan muda percaya dengan mahar.lagian pas nikah masa tidak tahu asal usul kakek itu asal mau saja nikah sama kakek kakek. jadilah wanita pintar jamgan matre terlalu berharap ujungnya motor sendiri di bawa kabur juga. kadang aku juga heran pada maunya menikah dengan laki laki tidak tahu keluarganya bahkan saat nikah pun keluarga suami satu pun tidak datang pun dilakukan tidak takut kalau laki laki tidak baik masa nikah tidak ada satu pun keluarganya yang datang,hoax
"kini pinjaman koperasi merah putih sudah resmi di buka. dan bisa pengajuan secara online syarat pengajuan nya hanya modal ktp tanpa agunan dan jaminan, pinjaman langsung acc koperasi merah putih",hoax
"segera cek nama kamu sebelum terlambat. ternyata di dalam ktp berisi bansos dari pemeritah senilai 7,000,000 juta rupiah. segera cek ktp anda sebelum kehabisan hanya berlaku di bulan oktober ini tahun 2025. silakan langsung klik video daftar",hoax
"dki jakarta, jabar. ada 600 yang kena. rs penuh dg kondisi anak2 difteri. 38 sdh meninggal. jadi memang kejadian luarbiasa. dinkes dki jakarta mengadakan imunisasi masal sd 11 des. usia 1 sd 19 tahun hati2 jgn jajan yg pk cabe bubuk, jgn jajan pk cabe kering seperti cabe di tahu bulat, otak2, dsb. pokoknya jgn pake cabe bumbu kering. karena penuh penyakit dr kencing tikus, kasusnya byk yg meninggal karena penyakit difteri... perhatian utk kita2 yg keluarga atau putra putrinya suka mengkonsumsi jajanan dg menggunakan bumbu tabur terutama yg mengandung cabe kering spt... cilok, tahu crispy, singkong goreng atau yg lain, monggo dievaluasi kembali. knp di pabrik cabe tabur, tampak bahan cabe kering ditimbun di gudang tak peduli dijadikan sarang tikus. tentu saja kencing tikus akan tercecer disana dan membahayakan. mari kita jaga keluarga kita. gejala difteri difteri umumnya memiliki masa inkubasi atau rentang waktu sejak bakteri masuk ke tubuh sampai gejala muncul 2 hingga 5 hari. gejala gejala dari penyakit ini meliputi terbentuknya lapisan tipis berwarna abu abu yang menutupi tenggorokan dan amandel. demam dan menggigil. sakit tenggorokan dan suara serak. sulit bernapas atau napas yang cepat. pembengkakan kelenjar limfe pada leher. lemas dan lelah. pilek. awalnya cair, tapi lama kelamaan menjadi kental dan terkadang bercampur darah. dihimbau utk hati2 saat ini difteri sudah dinyatakan sebagai kejadian luar biasa klb , jadi kalau tidak terpaksa betul, jangan jajan diluar ya. tolong disampaikan pada semua keluarga dekat. penularan melalui droplet spt dari ludah , batuk, dll kaya penularan tbc. jadi hindari tempat2 keramaian seperti tempat2 rekreasi dll ini khusus warga jakarta, jawa barat dan sekitarnya. info dinkes dki jakarta. bahannya kena kencing tikus forwarded many times",hoax
"kami sbagai negara sahabat indonesia merasa ikut prihatin atas terjadinya praktek korupsi yg sangat mengerikan, para pejabat yg di berikan kepercayaan penuh masyarakatnya justru membabi buta memperkaya diri, tanpa rasa malu se enaknya merampas hak hak rakyat yg smakin menderita dan miskin, andai saja saya di berikan isin untuk memimpin rakyat indonesia sebulan saja maka akan saya bersihkan para pejabat haram yg membuat penderitaan rakyatnya sampai akar2nya.",hoax
"fakta ek prabowo tarik 7000 tiliun duit luar negeri, negara lain melongo ekonomi ri meledak dalam 200 hari.",hoax
"ojk resmikan pemutihan data bagi nasabah pinjol, terutama bagi nasabah yang gagal bayar galbay mulai september sampai oktober 2025, dengan ini ojk telah meresmikan cara pemutihan nya. konsultasikan pinjol kalian sekarang pada kami. pinjolfyp pinjollegal pinjolkejam",hoax
kami sedih lihat teman kami jadi korban meteor yang jatuh semalam di cirebon pantas saja teman kami tidak masuk sekolah ternyata kami baru dapat kabar kalo riski ini lagi kena musibah sampai dia tiada di dunia ini sumpah gak tega lihat kondisinya ya allah kalian yg pnsrn ada dibyo aku,hoax
"kebijakan kemenkes ini sungguh sangat disayangkan. bagaimana tidak, membagikan kondom gratis adalah bujti bahwa pemerintah mendukung terjadinya perzinahan secara bebas. membiarkan generasi muda semakin rusak dan bertingkah tak ubahmya seperti binatang. belum lagi bicara soal dana pengadaannya. inline3 margin 1.5em auto inline3 img margin 0 auto max width 300px important display none important gpt inline3 passback text align center alangkah sangat disayangkan uang pajak rakyat, hasil keringat rakyat, digunakauntuk program maksiat. membuang buang anggaran pada proyek yang tidak perlu bahkan tidak patut diterapkan disaat kondisi keuangan apbn defisit dan harus berhutang pada asing. sungguh kebijakan lucu lagi bodoh baik dilihat dari sisi agama, moral, maupun ekonomi.",hoax
"susy pudjiastuti gaungkan copot puan dari ketua dpr ri susy walaupun gagal bub4rkan dpr minimal c0pot puan dari ketua dpr ri, puan tidak punya k4pabilitas dan tidak pro rakyat sebaiknya di c0pot",hoax
"provos kini jaga kediaman menku purbaya usai di teror jendral agus subiyanto merespon cepat, terkait teror yang di alami keluarga menku purbaya, pasalnya setelah purbaya menjabat menku baru dengan kinerja kejujurannya memberantas korupsi, kini purbaya menjadi incaran para mafia yang mencoba mengancam keselamatan menku dan keluarganya purbaya terima kasih atas segala perhatian dan dukungan dari masyarakat, saya akan tetap maju tidak akan mundur untuk suatu kebenaran....",hoax
"berita terbaru.. listyo sigit resmi di ganti komjen rudy 200 organisasi sipil setuju bertanda tangan untuk kemunduran listyo sigit dari kapolri ri masyarakat berbondong bondong mengucapkan selamat bekerja untuk komjen rudy,dan mendoakan komjen rudy sehat selalu",hoax
"menurut data dari center for budget analysis cba , total utang pln tahun 2024 tembus rp711,2 triliun, naik dari tahun sebelumnya yang sudah tinggi di angka rp655 triliun. itu artinya, dalam setahun utang pln naik rp56,2 triliun, alias rp156 miliar per hari.,",hoax
"tirto.id langkah tim nasional sepak bola indonesia untuk melaju ke gelanggang piala dunia 2026 terpaksa terhenti usai menelan kekalahan di dua laga terakhir babak kualifikasi zona asia. tim garuda julukan indonesia ditaklukkan irak dengan skor 0 1 dalam laga kedua grup b putaran keempat babak kualifikasi piala dunia 2026, minggu 12 10 2025 lalu, setelah dua hari sebelumnya kalah juga dari arab saudi, 2 3. di tengah euforia babak kualifikasi piala dunia 2026 dan kekecewaan penggemar timnas indonesia, di media sosial muncul narasi yang mengklaim bahwa presiden fifa gianni infantino menilai kemenangan irak atas indonesia itu tidak sah. bahkan, konten dalam bentuk video pendek di facebook tersebut mengklaim bahwa gianni menyebut indonesia berhasil lolos ke babak putaran kelima kualifikasi piala dunia 2026. inline3 margin 1.5em auto inline3 img margin 0 auto max width 300px important display none important temukan lebih banyakpelatihan media sosial anakbeli ban mobil terbaiksewa tempat tinggal mahasiswaberlangganan koran digitaljual fashion terkinikonten berita premiumjasa modifikasi trukpendidikanbeli buku sejarah sundabeli mobil bekas aman gpt inline3 passback text align center gpt inline4 passback text align center periksa fakta hoaks presiden fifa sebut kemenangan irak atas indonesia tidak sah. tirto juga menemukan video dengan narasi serupa dengan versi narasi lebih panjang dari kanal youtube timnas creative berikut arsip . lantas, benarkah gianni berkomentar soal kemenangan irak atas indonesia tidak sah",hoax
"bantuan rumah gratis atau bersubsidi di indonesia disalurkan melalui berbagai program pemerintah seperti program 3 juta rumah, bantuan stimulan perumahan swadaya bsps , dan rumah subsidi bagi pekerja informal bantuan rumah 3 juta untuk indonesia syarat ktp, dan kk",hoax
"sebuah video beredar di x atau twitter arsip dan threads arsip dengan klaim seorang menteri di mongolia membakar diri karena gagal menjalankan tugas. namun, benarkah menteri di mongolia yang membakar diri karena merasa gagal menjabat seperti yang disebut dalam klaim",hoax
sebuah akun tiktok arsip pada 30 september 2025 mengunggah video dengan klaim bahwa 20 ribu tentara indonesia dikirim sebagai pasukan perdamaian perserikatan bangsa bangsa ke gaza. video itu menampilkan sejumlah pesawat tni angkatan udara terbang dalam formasi di langit. aksi tersebut disebut sebagai gebrakan nyata presiden prabowo subianto. benarkah 20 ribu pasukan tni dikirim ke gaza,hoax
"hebob dunia , puan maharani disorot usai izinkan israel dapat tampil di kejuaraan senam jakarta, indonesia dituding mulai lunak terhadap zionis",hoax
wasit china terbukti curang laga indonesia vs irak resmi di ulang. presiden prabowo temui fifa,hoax
"sepak bola indonesia akhirnya datang shin tae yong tiba di arab saudi, bantu garuda jelang piala dunia 2026 semua lega",hoax
"kumpulan berita yg lagi viral, gosip artis sumber kang timpa menteri keuangan purbaya yudhi sadewa mengungkapkan harga keekonomian bensin pertalite semestinya berada di level rp5.400 liter, sedangkan lpg 3 kg senilai rp14.700 tabung.",hoax
di tahun 2025 pemerintah melalui kementerian sosial ri menyalurkan kembali bantuan melalui program keluarga harapan pkh tahap ke 3 1.balita usia 0 6 rp. 750.000 2.ibu hamil rp. 750.000 3.siswa sd rp. 225.000 4.siswa smp rp. 225.000 5.sisws sma rp. 500.000 6.lansia berusia rp. 600.000 7.penyandang disabiltas rp. 600.000 buruan daftarkan diri kalian.akses website resmi kementerian sosial pendaftaran bantuan program keluarga harapan pkh akan di claim atau dihubungi dalam jangka 1x24 setelah mendaftar untuk pendaftaran silakan klik daftar,hoax
ratu pajak konoha sri mulyani di periksa bareskrim polri bareskrimpolri mantanmenkeusrimulyani sri mulyani diperiksa. narasinya sebagai berikut,hoax
"a husin ..... reborn detik detik ngeri ambruknya bangunan ponpes al khoziny ambruknya bangunan empat lantai di pondok pesantren ponpes al khozini, buduran, sidoarjo, jawa timur, mengakibatkan sejumlah santri meninggal dunia. sementara, puluhan santri terjebak di bawah reruntuhan. senin, 29 9 2025",hoax
"presiden prabowo meriliskan bantuan token listrik gratis keseluruhan wilayah indonesia mulai hari ini, sampai akhir bulan oktober 2025 daftar token pln gratis sekarang sudah diriliskan token listrik gratis dari pemerintah sudah berjalan terima kasih bapak presiden prabowo subiantarang atas perogarmnya,",hoax
"tirto.id produk gas untuk kebutuhan rumah alias liquefied petroleum gas lpg menjadi salah satu produk kebutuhan sehari hari. sehingga bahasan mengenai harganya akan selalu memancing perbincangan. infografik tersebut diunggah oleh akun instagram sayaberitahu.id arsip pada selasa 7 10 2025 . dalam unggahan disebutkan infografik tersebut laman mymesra situs resmi penjualan ritel dan produk hilir milik petronas, dituliskan bahwa harga lpg di indonesia sebesar rp17.000 per kilogram, malaysia rp7.000 kg dan amerika rp6.400 kg. inline3 margin 1.5em auto inline3 img margin 0 auto max width 300px important gpt inline3 passback text align center periksa fakta lpg di indonesia lebih mahal dibanding lpg di malaysia dan as. gpt inline4 passback text align center namun, benarkah data infografis terkait harga lpg non subsidi di indonesia paling mahal dibandingkan malaysia dan amerika serikat",hoax
"sebuah video memperlihatkan ustaz adi hidayat mempromosikan obat nyeri sendi, diunggah akun facebook arsip . produk itu diklaim mampu menyembuhkan nyeri dalam tujuh hari. benarkah ustaz adi hidayat promosikan obat nyeri sendi",hoax
"sebuah konten beredar di facebook arsip yang mengklaim jus detoks bisa membersihkan ginjal, hati, dan paru paru, serta membunuh bakteri agar kotoran keluar dari tubuh. konten itu menampilkan gambar seledri, lemon, dan mentimun, disertai tautan blog berisi resep jus detoks yang diklaim harus diminum tiap pagi selama tujuh hari untuk hasil maksimal. benarkah jus campuran seledri, lemon, dan mentimun dapat membersihkan bakteri dari tubuh",hoax
"prabowo pecat erick thohir dan patrik, sty dipanggil lagi prabowo resmi pecat kluivert serta erick thohir kalian telah gagalkan keinginan saya indonesia harus piala dunia",hoax
"sejumlah warga brebes, jawa tengah, melaporkan melihat kilatan cahaya saat sebuah benda tak dikenal terbakar di langit. melihat bentuknya, warga langsung menduga benda itu adalah meteorit. tak lama kemudian, sebuah benda langit asing terlihat jatuh di wilayah desa padaherang sindangwangi, majalengka, jawa barat. sama seperti di brebes, warga di sana juga mendengar suara dentuman keras.",hoax
breaking news kabar gembira buat yang belum mendapatkan bantuan sosial bansos pkh blt sama sekali belum mendapatkan atau mencari dana bansos rp 2.500.000 periode tahun 2025 bisa langsung mendaftarkan diri karena program ini tidak memungut biaya sepeserpun. ayo daftar nama anda sebagai penerima bansos dan cairkan sekarang langsung melalui ponsel andacara daftar klik tombol daftar di bawah untuk menu pendaftaran,hoax
"seputar terupdate prakerja bergabung dengan program kartu prakerja belajar kapan saja, di mana saja, dapat sertifikat resmi, dan insentif tunai total rp4.200.000. mudah, resmi, dan bermanfaat untuk masa depan anda",hoax
"beredar gambar arsip dari akun threads sobatjajankuliner pada rabu 1 10 2025 yang disertai klaim bahwa indonesia hanya mengirim 12 atlet ke sea games thailand 2025. berikut narasi lengkapnya sea games gak ada anggaran, mbg jalan terus. cuma bisa kirim 12 atlet indonesia ke sea games di thailand, erick thohir anggaran minim",hoax
"beredar video arsip dari akun instagram ruangpengusaha.or.id pada kamis 25 9 2025 yang menampilkan menteri keuangan purbaya menyampaikan keterangan pers di podium bersama menteri koordinator bidang perekonomian airlangga hartarto dengan narasi koperasi merah putih sudah resmi melayani pinjaman seluruh wilayah indonesia melayani pinjaman online tanpa biaya,tanpa bunga 0 maupun bi cheking blacklist proses cepat 10 30 menit saja ajukan sekarang ajukan sekarang pinjamanonline kopdesmerahputih ruangpengusaha info.kdmp.terbaru tiktok",hoax
"ternyata di dalam ktp berisi bansos dari pemeritah senilai 7,000,000 juta rupiah. segera cek ktp anda sebelum kehabisan hanya berlaku di bulan oktober ini tahun 2025. silakan langsung klik video daftar",hoax
"dua pasangan gay uganda dipenjara untuk waktu yang tidak ditentukan, presiden museveni berkata mereka akan dibebaskan jika salah satu hamil,",hoax
"sebuah video beredar di tiktok arsip dan instagram dengan klaim, polisi melarang warga mengisi bahan bakar minyak jika masa berlaku surat tanda nomor kendaraan stnk habis. video itu menampilkan sejumlah polisi berjaga di sebuah spbu. mereka disebutkan menggelar razia stnk yang habis masa berlakunya. warga yang kedapatan belum membayar pajak dilarang membeli bensin bersubsidi. namun, benarkah klaim dalam video itu",hoax
"sukabumiupdate.com media sosial beberapa waktu yang lalu dihebohkan dengan video berdurasi 39 detik menampilkan situasi menegangkan antara seorang petani yang diintai harimau. dimana seorang pria yang tengah berdiam diri di atas pohon, diawasi oleh seekor harimau tepat dibawahnya. dalam konten itu, tak sedikit komentar dari warganet yang percaya dengan keaslian video, dan meminta kepada orang yang di dalam video untuk berhati hati. lalu benarkah video petani dan seekor harimau tersebut asli di rekam di sukabumi",hoax
untuk pemilik elpiji 3 kg yang belum dapat bantuan 300 ribu silahkan daftar kan diri melalui link di bawah ini daftarsekarang25 dot registerasi dot web dot id,hoax
"ashanty berbagi rezeki saya ashanty niat berbagi rezeki senilai rp50.000.000, yang bilang hoax biarkan saja, yang penting kamu sudah dapat",hoax
"tirto.id insiden ambruknya bangunan asrama putra pondok pesantren al khoziny di kecamatan buduran, sidoarjo, jawa timur, senin 29 9 2025 meninggalkan duka mendalam dan masih terus menjadi bahan perbincangan masyarakat. bagaimana tidak, korban meninggal dan luka luka akibat kejadian itu mencapai ratusan dan mereka adalah anak anak yang sedang mengemban ilmu. di tengah ramainya sorotan masyarakat terkait ambruknya bangunan pesantren ini, di media sosial ramai beredar video yang diklaim merekam detik detik ambruknya ponpes al khoziny sidoarjo tersebut. video itu memperlihatkan momen ambruknya sebuah bangunan bertingkat dan menimpa sejumlah bangunan rumah yang berada di sekelilingnya. unggahan itu tersebar di berbagai platform media sosial akhir akhir ini. di facebook, narasi itu diunggah oleh akun sky entertainment dan okahh arsip . sementara, di instagram video serupa diunggah oleh akun rahmadani afrianti dan anidar27 arsip pada selasa 30 9 2025 . inline3 margin 1.5em auto inline3 img margin 0 auto max width 300px important display none important gpt inline3 passback text align center gpt inline4 passback text align center header periksa fakta hoaks video detik detik rubuhnya pesantren sidoarjo. tirto.id fuad lantas, benarkah video itu menampilkan momen detik detik ambruknya bangunan ponpes tersebut",hoax
kabar gembira kediktatoran negara barat akan berakhirtahun 2026... kediktatoran negara barat akan berakhir,hoax
viral.. mantan mentri keuangan sri mulyani diperiksa di kementrian keuangan netizen ayo rampas aset bila terbukti bagaimana menurut kalian bantu share like dan komen dibawah ini,hoax
"pemutihan pajak kendaraan bermotor dan mobil secara gratis berlaku sampai akhir tahun 2025 gratis balik nama gratis bayar pajak gratis ganti plat dari pusatmah gratis, cuman petugasnya kan perlu sarapan udud woy..",hoax
"lampung barat kawasan bukit barisan sedang gak aman, harimau sumatra berkeliaran di pinggir jalan, hati hati bila melintas di krui, melintas dari tanjakan sedayu wonosobo sampai krui,perjalanan jangan malam hari. info besty , innalilahi wa innailaihi raji un semoga yg meninggal husnul khotimah ga tega liat videonya,",hoax
bangun usaha lebih besar tanpa beban bunga. program kur nol persen hadir untuk rakyat indonesia. segera ajukan dan rasakan manfaatnya .,hoax
"lowongan kerja dinas perhubungan 2025 posisi petugas lapangan staf operasional kualifikasi pria wanita usia 19 40 tahun pendidikan minimal sma smk sederajat sehat jasmani rohani mampu bekerja di lapangan dan dalam tim disiplin, jujur, serta bertanggung jawab tugas tanggung jawab mengatur laiu lintas dan ketertiban transportasi membantu pengawasan kendaraan umum memberikan pelayanan se informasi kepada masyarakat fasilitas gaji rp. 4.500.000 rp. 6.000.000 bulan seluruh wilayah indonesia",hoax
assalamualaikum sampurasun saya dedi mulyadi mengadakan kuis tebak kata berhadiah ratusan juta rupiah bagi siapa saja yang bisa tebak nama kota yang ada di gambar ini. segera anda kirimkan jawaban dan nomor wa anda di pesan messenger saya yang benar langsung saya hubungi ya yang bisa tebak nama kota di bawa ini dengan benar akan mendapat hadiah uwang ratusan juta mantap jawaban kamu benar untuk mengambil hadiah nya silahkan kamu tinggalkan nomor whatsapp nya nanti saya hubungi,hoax
"narasi itu salah satunya disebarkan akun tiktok bernama pln id. beberapa unggahan yang sama disebarkan oleh akun tersebut. terakhir, akun tersebut mengunggahnya pada kamis 9 10 2025 . adapun narasi yang dibagikan yakni presiden prabowo meriliskan bantuan token listrik gratis keseluruhan wilayah indonesia mulai hari inl, sampai akhir bulan oktober 2025. daftar token pln gratis sekarang cek bio sudah diriliskan token listrik gratis dari pemerintah sudah berjalan terima kasih bapak presiden prabowo subiantarang atas perogarmnya.",hoax
"akun tiktok pln id pada senin 2 10 2025 mengunggah video arsip yang dengan narasi presiden prabowo meriliskan bantuan token listrik gratis keseluruhan wilayah indonesia mulai hari inl, sampai akhir bulan oktober 2025 per senin 13 10 2025 video itu sudah dilihat sebanyak 9187, disukai 47 kali, dibagikan 27 kali dan menuai 3 komentar.",hoax
"megawati ngamvk.. jangan merasa lebih pintar dari semua pejab4t purbaya dalam rapat kerja d. p. r tadi pdip menekan saya megawati menurutnya menkeu terlalu sok pintar dalam menangani sebuah permasalahan yang ada di indonesia ini khususnya paj4k,jangan merasa paling bisa hebat dari semua pejab4t purbaya saya tid4k takut,dan presiden menunjuk saya menjadi menkeu di indonesia itu tanda bahwa presiden melihat kemampuan tentang hal ini,mau suka tid4k suk4 itu beb4s hak anda ,yang saya kerjakan hanya ingin transparans,rakyat indonesia ini tahu dan presiden ini tahu system c4ra kerja disini",hoax
"t3rp4nt4u aura k3g3lis4h4n k3t4kut4n j3l4s t3rl1h4t di w4j4h megawati prabowo panggil megawati untuk jadi saksi sk4nd4l p3nju4l4n 4s3t indosat d1 usut kpk, pdip b1s4 d1 bub4rk4n k4r3n4 d1 b1ay41 h4s1l k0r ps1",hoax
"hari ini mungkin menjadi hari terpenting dalam hidup anda. website ini hanya tersedia untuk 100 warga terpilih, dan anda adalah salah satu dari sedikit orang yang kini memiliki kesempatan untuk mengubah masa depan finansial anda selamanya. namun inilah kenyataannya, hanya mereka yang punya visi dan tekad yang akan bertindak. dari 100 orang itu, kami tahu hanya 50 yang paling ambisius yang benar benar akan melangkah maju. mari kita perjelas, saya bukan sedang membicarakan soal mendapatkan berapa ratus ribu rupiah tambahan, ini adalah sebuah platform yang memberikan anda kebebasan finansial sejati, seperti menerima pensiun dini anda sendiri yang jauh lebih besar daripada apa yang bisa anda tabung selama puluhan tahun kerja keras....",hoax
"bos sampoerna minta masyarakat untuk stop beli rokok ilegal, karena membahayakan kesehatan",hoax
pierluigi collina saya sudah putuskan kemenangan arab saudi tidak sah itu kan sudah jelas pemain indo ditendang. begini pernyataan legenda wasit fifa yaitu pierluigi collina usai indonesia kembali dicurangi wasit laga indonesia vs arab saudi round 4 resmi arab saudi batal menang karena curang.. indonesia berhak mendapatkan 3 poin,hoax
"pendaftaran karta prakerja program kartu prakerja kembali dibuka daftar sekarang untuk mendapatkan insetif rp4.200.000 bergabung dengan program kartu prakerja belajar kapan saja, di mana saja, dapat sertifikat resmi, dan insentif tunai total rp4.200.000.mudah, resmi, dan bermanfaat untuk masa depan anda",hoax
"presiden israel saat keluar dari ruang pbb, otk orang tak dikenal melempari dengan telur busuk,",hoax
"sebuah video yang mengklaim raja salman memberikan hadiah kepada rakyat palestina beredar di threads arsip pada 6 oktober 2025. narasinya menyebut bantuan itu diberikan setelah pbb mengakui kemerdekaan palestina. namun, benarkah raja salman memberi hadiah uang kepada rakyat palestina",hoax
"hujan mengalir ke laut merah menyala raja ampat akibat tambang, di rusak oleh para oligarki asing dan oligarki lokal dan di dukung oleh pejabat rakus dan serakah",hoax
"akun facebook warta ekonomi pada minggu, 05 10 25 mengunggah foto arsip yang menginformasikan bahwa tesla resmi meluncurkan pi phone seharga usd 789 sekitar rp12 juta yang diklaim mengubah peta persaingan smartphone dunia. unggahan disertai narasi tesla resmi meluncurkan pi phone seharga usd 789 sekitar rp12 juta yang diklaim mengubah peta persaingan smartphone dunia. perangkat ini hadir dengan konektivitas starlink gratis tanpa sim card atau wi fi, memungkinkan penggunanya terhubung ke internet di mana pun, dari gurun hingga puncak gunung, selama satelit dapat menjangkau lokasi. fitur ini menjanjikan revolusi besar tidak ada lagi tagihan bulanan, biaya roaming, atau area tanpa sinyal. selain itu, pi phone juga dilengkapi kemampuan unik yang belum pernah ditawarkan apple pengisian daya tenaga surya, sinkronisasi neuralink, fitur mining kripto, hingga integrasi dengan tesla car control dan spacex untuk transmisi video langsung. elon musk menegaskan bahwa apple harus waspada, sebab tesla pi phone tidak hanya bermain di ranah smartphone, melainkan membangun ekosistem komunikasi mandiri berbasis satelit. teslapiphone elonmusk starlink teknologi smartphone applevstesla piphone digitalrevolution internetgratis technews.",hoax
"info penting khusus untuk masyarakat non muslim di seluruh indonesia. salam sejahterah buat kita semua, langsung dari gita kammath selaku wakil duta besar australia menyampaikan bahwa bantuan dana d.a.p non muslim gereja telah di salurkan menyebar di seluruh pelosok indonesia. bagi masyarakat non muslim yang belum menerima bantuan dap segera daftar sekarang sebelum terlambat, karena bantuan ini untuk periode tahun 2025 akan segera di tutup. perlu diketahui bahwa program dana bantuan dap direct aid program tidak ada biaya pendaftaran admin administrasi. semoga data anda di acc. terima kasih.tym yesus tuhanbaik bersamayesus pengharapandalamyesus kristenindonesia renunganharian kasihkarunia bantuandana .",hoax
"sebuah laporan aneh telah muncul yang melibatkan seorang koki dari dapur mbg makan bergizi gratis , yang diduga menjadi korban kecelakaan di tempat kerja yang melibatkan penggiling daging. klaim yang tidak biasa itu telah beredar luas di media sosial, memicu campuran ketidakpercayaan dan humor gelap di kalangan netizen. menurut narasi, sisa sisa koki konon diproses dan disajikan sebagai bagian dari menu harian mbg",hoax
"berita gembira... pemerintah resmi hapus pajak untuk gaji di bawah 10 juta. rakyat sorak pajak 0 hidup makin lega. sama sama kita berdo a semoga negeri kita kembali merdeka. aamiin,",hoax
"sepak bola indonesia akhirnya semua lega, sty bantu timnas indonesia. shin tae yong tiba di arab saudi untuk dampingi patrick kluivert jelang laga indonesia vs arab saudi jadi harapan publik,",hoax
